TIME,RPM SETPOINT,CTRL OUT,PUMP SPEED,INLET PRESSURE,OUTLET PRESSURE,OUTLET FLOW,OUTLET FLUID TEMPERATURE,PUMP TEMPERATURE
0.1,0.0,0.0,0.0,8.009,7.933,0.951,27.184,29.782
0.2,0.0,0.0,0.0,7.976,8.233,0.973,26.495,29.61
0.3,0.0,0.0,0.0,7.975,8.271,1.01,25.842,29.449
0.4,0.0,0.0,0.0,8.021,8.521,1.025,25.261,29.295
0.5,0.0,0.0,0.0,7.98,8.676,1.007,24.756,29.173
0.6,0.0,0.0,0.0,7.964,8.819,1.045,24.273,29.028
0.7,0.0,0.0,0.0,7.926,8.758,1.084,23.843,28.938
0.8,0.0,0.0,0.0,7.893,8.635,1.079,23.463,28.864
0.9,0.0,0.0,0.0,7.887,8.524,1.102,23.139,28.78
1.0,0.0,0.0,0.0,7.851,8.553,1.067,22.811,28.695
1.1,0.0,0.0,0.0,7.866,8.609,1.087,22.535,28.614
1.2,0.0,0.0,0.0,7.894,8.561,1.055,22.267,28.526
1.3,0.0,0.0,0.0,7.895,8.249,1.038,22.06,28.47
1.4,0.0,0.0,0.0,7.946,8.533,0.985,21.838,28.45
1.5,0.0,0.0,0.0,8.017,8.136,0.996,21.653,28.382
1.6,0.0,0.0,0.0,7.994,8.187,1.043,21.508,28.317
1.7,0.0,0.0,0.0,7.951,8.419,1.081,21.347,28.267
1.8,0.0,0.0,0.0,7.915,8.496,1.112,21.194,28.256
1.9,0.0,0.0,0.0,7.886,8.102,1.048,21.073,28.25
2.0,0.0,0.0,0.0,7.876,8.215,1.094,20.97,28.21
2.1,0.0,0.0,0.0,7.92,8.379,1.088,20.865,28.171
2.2,0.0,0.0,0.0,7.926,8.254,1.096,20.77,28.138
2.3,0.0,0.0,0.0,7.857,8.579,1.083,20.706,28.109
2.4,0.0,0.0,0.0,7.842,8.885,1.098,20.615,28.117
2.5,0.0,0.0,0.0,7.803,9.086,1.064,20.534,28.123
2.6,0.0,0.0,0.0,7.823,8.749,1.021,20.465,28.105
2.7,0.0,0.0,0.0,7.909,8.611,1.063,20.404,28.078
2.8,0.0,0.0,0.0,7.864,8.818,1.006,20.374,28.058
2.9,0.0,0.0,0.0,7.843,8.93,1.005,20.344,28.052
3.0,0.0,0.0,0.0,7.895,8.727,0.993,20.313,28.037
3.1,0.0,0.0,0.0,7.963,8.441,1.022,20.29,28.026
3.2,0.0,0.0,0.0,8.036,8.325,1.054,20.25,28.017
3.3,0.0,0.0,0.0,7.96,8.326,1.094,20.228,27.987
3.4,0.0,0.0,0.0,7.958,8.419,1.138,20.219,28.008
3.5,0.0,0.0,0.0,7.958,8.255,1.15,20.18,28.02
3.6,0.0,0.0,0.0,7.917,8.614,1.145,20.164,28.033
3.7,0.0,0.0,0.0,7.985,8.327,1.154,20.136,28.028
3.8,0.0,0.0,0.0,8.024,8.086,1.157,20.142,28.046
3.9,0.0,0.0,0.0,8.077,8.099,1.154,20.136,28.057
4.0,0.0,0.0,0.0,8.081,8.209,1.199,20.124,28.034
4.1,0.0,0.0,0.0,8.001,8.537,1.156,20.099,28.033
4.2,0.0,0.0,0.0,7.957,8.8,1.141,20.079,28.02
4.3,0.0,0.0,0.0,7.897,8.983,1.106,20.089,28.017
4.4,0.0,0.0,0.0,7.968,9.225,1.094,20.081,28.026
4.5,0.0,0.0,0.0,7.924,9.214,1.081,20.074,28.016
4.6,0.0,0.0,0.0,7.867,8.675,1.066,20.084,28.025
4.7,0.0,0.0,0.0,7.825,8.24,1.007,20.059,28.019
4.8,0.0,0.0,0.0,7.785,8.595,1.037,20.039,28.017
4.9,0.0,0.0,0.0,7.718,8.161,1.04,20.022,28.016
5.0,0.0,0.0,0.0,7.72,7.918,1.015,20.036,28.023
5.1,0.0,0.0,0.0,7.794,7.991,1.017,20.047,28.027
5.2,0.0,0.0,0.0,7.823,7.916,0.969,20.055,28.039
5.3,0.0,0.0,0.0,7.832,8.263,0.956,20.05,28.044
5.4,0.0,0.0,0.0,7.843,8.586,1.008,20.057,28.049
5.5,0.0,0.0,0.0,7.876,8.878,0.998,20.042,28.064
5.6,0.0,0.0,0.0,7.839,8.771,0.968,20.055,28.058
5.7,0.0,0.0,0.0,7.854,8.914,0.984,20.054,28.029
5.8,0.0,0.0,0.0,7.867,8.853,0.992,20.044,28.038
5.9,0.0,0.0,0.0,7.927,8.558,0.995,20.043,28.045
6.0,0.0,0.0,0.0,7.868,8.68,1.01,20.037,28.037
6.1,0.0,0.0,0.0,7.833,8.968,1.052,20.044,28.024
6.2,0.0,0.0,0.0,7.771,8.651,1.035,20.033,28.008
6.3,0.0,0.0,0.0,7.809,9.014,1.08,20.033,27.982
6.4,0.0,0.0,0.0,7.772,8.538,1.108,20.026,27.992
6.5,0.0,0.0,0.0,7.833,8.587,1.066,20.032,28.008
6.6,0.0,0.0,0.0,7.795,8.608,1.032,20.047,28.029
6.7,0.0,0.0,0.0,7.762,8.393,1.051,20.044,28.04
6.8,0.0,0.0,0.0,7.756,8.14,1.074,20.041,28.022
6.9,0.0,0.0,0.0,7.782,7.761,1.095,20.056,28.013
7.0,0.0,0.0,0.0,7.76,7.633,1.09,20.055,28.035
7.1,0.0,0.0,0.0,7.769,7.823,1.105,20.06,28.029
7.2,0.0,0.0,0.0,7.857,8.001,1.06,20.071,28.02
7.3,0.0,0.0,0.0,7.846,8.09,1.032,20.072,28.0
7.4,0.0,0.0,0.0,7.843,8.106,1.048,20.084,27.98
7.5,0.0,0.0,0.0,7.904,8.42,1.006,20.072,27.987
7.6,0.0,0.0,0.0,7.859,7.983,0.973,20.061,27.96
7.7,0.0,0.0,0.0,7.922,7.759,1.006,20.042,27.986
7.8,0.0,0.0,0.0,7.913,7.699,1.001,20.031,28.011
7.9,0.0,0.0,0.0,7.918,7.915,1.011,20.04,28.036
8.0,0.0,0.0,0.0,8.003,7.527,1.01,20.035,28.016
8.1,0.0,0.0,0.0,8.015,7.28,1.026,20.045,28.003
8.2,0.0,0.0,0.0,7.977,6.958,1.038,20.042,27.99
8.3,0.0,0.0,0.0,8.018,6.838,1.066,20.033,27.995
8.4,0.0,0.0,0.0,8.074,6.594,1.056,20.033,27.99
8.5,0.0,0.0,0.0,8.145,6.748,1.091,20.031,27.998
8.6,0.0,0.0,0.0,8.142,6.883,1.045,20.018,27.972
8.7,0.0,0.0,0.0,8.158,7.229,1.006,20.014,27.978
8.8,0.0,0.0,0.0,8.128,7.096,0.993,20.0,27.969
8.9,0.0,0.0,0.0,8.14,7.322,0.987,20.007,27.956
9.0,0.0,0.0,0.0,8.179,7.235,0.954,19.992,27.939
9.1,0.0,0.0,0.0,8.103,7.504,0.952,20.011,27.939
9.2,0.0,0.0,0.0,8.141,7.484,0.918,20.016,27.934
9.3,0.0,0.0,0.0,8.1,7.908,0.934,20.033,27.91
9.4,0.0,0.0,0.0,8.125,7.709,0.962,20.042,27.884
9.5,0.0,0.0,0.0,8.15,7.718,0.93,20.021,27.877
9.6,0.0,0.0,0.0,8.093,7.803,0.898,20.012,27.879
9.7,0.0,0.0,0.0,8.092,7.612,0.923,20.024,27.888
9.8,0.0,0.0,0.0,8.043,7.995,0.963,20.019,27.915
9.9,0.0,0.0,0.0,8.062,7.833,0.965,20.004,27.927
10.0,0.0,0.0,0.0,8.092,7.798,0.97,20.023,27.9
10.1,250.0,17.938,1.004,8.112,7.768,0.969,20.009,27.927
10.2,250.0,18.303,4.005,8.064,7.566,0.941,20.013,27.901
10.3,250.0,18.523,9.012,8.058,7.284,0.982,20.018,27.896
10.4,250.0,18.595,16.01,7.974,7.03,0.989,20.003,27.893
10.5,250.0,18.514,24.979,8.04,7.21,1.03,20.015,27.877
10.6,250.0,18.28,35.97,8.066,7.115,1.096,20.019,27.879
10.7,250.0,17.885,48.931,8.019,7.16,1.097,20.03,27.903
10.8,250.0,17.33,63.934,8.02,7.541,1.201,20.044,27.9
10.9,250.0,16.605,80.964,8.001,7.968,1.246,20.063,27.884
11.0,250.0,15.709,99.938,8.005,8.246,1.379,20.063,27.885
11.1,250.0,14.644,120.868,8.019,8.19,1.44,20.068,27.861
11.2,250.0,13.404,143.909,8.007,8.409,1.525,20.067,27.863
11.3,250.0,11.977,165.379,8.03,8.63,1.565,20.065,27.862
11.4,250.0,10.622,180.659,8.028,8.826,1.731,20.061,27.881
11.5,250.0,9.674,191.491,8.059,8.9,1.914,20.062,27.904
11.6,250.0,9.018,199.218,8.006,8.749,1.972,20.082,27.927
11.7,250.0,8.566,205.002,7.943,8.897,2.15,20.075,27.922
11.8,250.0,8.24,209.005,7.852,8.711,2.324,20.074,27.929
11.9,250.0,8.032,212.365,7.894,9.054,2.51,20.08,27.922
12.0,250.0,7.862,214.859,7.898,9.174,2.779,20.078,27.903
12.1,250.0,7.749,216.489,7.923,9.55,2.939,20.089,27.92
12.2,250.0,7.694,217.722,7.974,9.536,3.067,20.085,27.929
12.3,250.0,7.664,218.893,7.941,9.315,3.234,20.089,27.952
12.4,250.0,7.636,219.738,7.964,9.754,3.207,20.085,27.93
12.5,250.0,7.63,220.539,7.979,9.674,3.316,20.085,27.935
12.6,250.0,7.626,221.345,8.01,9.607,3.42,20.083,27.954
12.7,250.0,7.619,222.286,7.999,9.727,3.644,20.098,27.938
12.8,250.0,7.602,223.005,7.908,9.864,3.817,20.101,27.913
12.9,250.0,7.599,223.606,7.932,9.573,3.962,20.119,27.935
13.0,250.0,7.603,224.247,7.861,9.976,3.884,20.135,27.922
13.1,250.0,7.603,224.452,7.911,9.665,3.947,20.147,27.925
13.2,250.0,7.634,225.048,7.942,10.001,4.071,20.133,27.953
13.3,250.0,7.636,225.638,7.96,9.74,3.975,20.133,27.927
13.4,250.0,7.637,226.169,7.871,9.507,3.862,20.155,27.938
13.5,250.0,7.641,226.545,7.847,9.916,3.931,20.17,27.932
13.6,250.0,7.656,227.057,7.914,10.443,3.991,20.175,27.913
13.7,250.0,7.661,227.358,7.845,10.455,3.963,20.197,27.915
13.8,250.0,7.679,227.479,7.821,10.826,3.988,20.218,27.906
13.9,250.0,7.71,227.994,7.761,10.94,4.241,20.218,27.882
14.0,250.0,7.712,228.532,7.701,10.505,4.427,20.208,27.897
14.1,250.0,7.712,228.716,7.659,10.563,4.308,20.217,27.92
14.2,250.0,7.737,228.845,7.658,10.182,4.24,20.214,27.923
14.3,250.0,7.765,229.193,7.635,10.303,4.106,20.238,27.921
14.4,250.0,7.777,229.414,7.64,10.717,4.107,20.238,27.939
14.5,250.0,7.797,229.795,7.594,10.223,4.154,20.243,27.915
14.6,250.0,7.806,230.068,7.53,9.962,4.301,20.233,27.916
14.7,250.0,7.822,230.627,7.513,10.048,4.32,20.256,27.943
14.8,250.0,7.817,230.992,7.584,10.21,4.508,20.281,27.96
14.9,250.0,7.824,231.371,7.566,10.112,4.403,20.299,27.951
15.0,250.0,7.83,231.94,7.64,10.3,4.63,20.306,27.955
15.1,250.0,7.822,232.17,7.721,10.78,4.851,20.329,27.935
15.2,250.0,7.837,232.324,7.746,10.905,5.094,20.338,27.946
15.3,250.0,7.857,232.469,7.791,11.102,4.858,20.342,27.924
15.4,250.0,7.878,232.943,7.778,11.17,4.827,20.355,27.919
15.5,250.0,7.875,233.473,7.738,11.404,5.004,20.374,27.947
15.6,250.0,7.866,233.933,7.802,11.757,4.878,20.375,27.975
15.7,250.0,7.862,234.045,7.833,11.719,4.828,20.378,27.974
15.8,250.0,7.882,234.446,7.762,11.532,4.69,20.391,27.996
15.9,250.0,7.882,234.486,7.831,11.787,4.651,20.379,28.015
16.0,250.0,7.906,234.76,7.799,11.106,4.611,20.375,28.01
16.1,250.0,7.913,234.974,7.811,10.861,4.509,20.389,28.021
16.2,250.0,7.925,235.108,7.777,10.957,4.415,20.405,28.021
16.3,250.0,7.941,235.65,7.854,11.351,4.595,20.404,27.997
16.4,250.0,7.929,235.725,7.875,10.969,4.772,20.427,27.972
16.5,250.0,7.948,236.227,7.789,11.412,4.992,20.42,27.993
16.6,250.0,7.937,236.492,7.852,11.772,5.112,20.409,27.992
16.7,250.0,7.942,236.882,7.847,11.316,5.079,20.429,28.014
16.8,250.0,7.938,237.074,7.849,10.853,5.043,20.439,27.999
16.9,250.0,7.947,236.977,7.837,11.063,5.189,20.443,28.028
17.0,250.0,7.977,237.301,7.813,11.501,4.94,20.439,28.024
17.1,250.0,7.976,237.469,7.78,11.684,4.833,20.427,28.007
17.2,250.0,7.986,237.637,7.739,11.538,4.881,20.424,27.985
17.3,250.0,7.996,237.715,7.665,11.666,5.018,20.433,28.002
17.4,250.0,8.012,238.186,7.602,12.018,4.953,20.445,28.027
17.5,250.0,8.0,238.433,7.611,12.062,5.05,20.449,28.012
17.6,250.0,8.003,238.712,7.672,11.636,4.862,20.439,28.027
17.7,250.0,8.003,238.982,7.643,12.105,4.675,20.456,28.015
17.8,250.0,8.004,238.936,7.703,11.741,4.714,20.445,28.021
17.9,250.0,8.026,239.033,7.746,11.543,4.65,20.454,28.016
18.0,250.0,8.039,239.195,7.679,11.858,4.796,20.479,27.994
18.1,250.0,8.046,239.564,7.679,12.173,4.805,20.481,27.969
18.2,250.0,8.039,239.576,7.649,11.642,4.872,20.475,27.97
18.3,250.0,8.056,239.779,7.627,11.917,4.831,20.466,27.97
18.4,250.0,8.06,239.986,7.559,12.081,4.648,20.492,27.959
18.5,250.0,8.063,240.059,7.534,11.926,4.601,20.503,27.943
18.6,250.0,8.075,240.38,7.559,11.667,4.841,20.505,27.944
18.7,250.0,8.069,240.314,7.526,12.026,5.089,20.531,27.936
18.8,250.0,8.091,240.477,7.543,12.328,4.882,20.54,27.912
18.9,250.0,8.096,240.645,7.5,11.818,4.754,20.562,27.904
19.0,250.0,8.101,240.817,7.477,12.029,4.853,20.561,27.919
19.1,250.0,8.105,241.099,7.495,11.268,4.891,20.579,27.906
19.2,250.0,8.101,241.474,7.487,11.249,5.113,20.569,27.934
19.3,250.0,8.089,241.479,7.579,11.366,5.254,20.58,27.941
19.4,250.0,8.104,241.697,7.569,11.584,5.25,20.595,27.944
19.5,250.0,8.103,241.625,7.607,11.003,5.364,20.603,27.921
19.6,250.0,8.123,241.994,7.56,10.746,5.531,20.628,27.912
19.7,250.0,8.111,242.338,7.56,10.547,5.232,20.651,27.926
19.8,250.0,8.1,242.198,7.539,10.391,5.041,20.668,27.906
19.9,250.0,8.124,242.486,7.615,9.987,5.066,20.669,27.934
20.0,250.0,8.117,242.759,7.659,10.362,4.899,20.674,27.917
20.1,250.0,8.11,242.596,7.683,9.96,4.98,20.687,27.942
20.2,250.0,8.135,242.956,7.645,10.198,4.888,20.7,27.93
20.3,250.0,8.122,243.154,7.636,10.281,5.011,20.692,27.947
20.4,250.0,8.12,243.312,7.644,10.289,4.83,20.697,27.974
20.5,250.0,8.121,243.153,7.608,10.814,4.748,20.72,27.953
20.6,250.0,8.144,243.385,7.629,11.286,4.579,20.723,27.969
20.7,250.0,8.139,243.458,7.677,10.935,4.701,20.717,27.973
20.8,250.0,8.145,243.565,7.663,10.406,4.793,20.712,27.991
20.9,250.0,8.149,243.804,7.655,10.433,4.999,20.707,27.992
21.0,250.0,8.143,243.826,7.713,10.161,5.078,20.723,28.007
21.1,250.0,8.153,243.835,7.675,10.598,4.984,20.719,28.023
21.2,250.0,8.163,243.868,7.69,10.463,4.934,20.742,28.015
21.3,250.0,8.171,244.213,7.7,10.079,4.775,20.763,28.01
21.4,250.0,8.157,244.085,7.738,10.23,4.886,20.794,27.991
21.5,250.0,8.176,244.222,7.733,10.669,4.942,20.797,27.994
21.6,250.0,8.177,244.387,7.74,10.774,5.103,20.801,27.996
21.7,250.0,8.175,244.491,7.765,10.352,5.285,20.822,27.985
21.8,250.0,8.178,244.525,7.748,10.606,5.201,20.827,27.993
21.9,250.0,8.185,244.742,7.749,10.46,5.244,20.828,28.008
22.0,250.0,8.179,244.697,7.816,10.391,5.299,20.856,27.991
22.1,250.0,8.191,244.719,7.785,10.395,5.307,20.854,28.018
22.2,250.0,8.199,244.678,7.783,10.304,5.327,20.865,28.03
22.3,250.0,8.211,244.638,7.756,10.702,5.368,20.869,28.01
22.4,250.0,8.223,244.966,7.683,10.85,5.573,20.882,28.0
22.5,250.0,8.209,245.326,7.629,10.782,5.383,20.894,27.994
22.6,250.0,8.192,245.173,7.704,11.114,5.483,20.917,28.024
22.7,250.0,8.211,245.509,7.66,11.186,5.493,20.912,28.01
22.8,250.0,8.196,245.788,7.685,10.837,5.309,20.934,28.021
22.9,250.0,8.184,245.613,7.674,10.764,5.467,20.929,28.029
23.0,250.0,8.203,245.692,7.61,10.615,5.184,20.959,28.03
23.1,250.0,8.205,245.839,7.639,10.692,5.269,20.972,28.018
23.2,250.0,8.202,245.653,7.719,10.929,5.341,20.984,28.013
23.3,250.0,8.223,245.668,7.656,11.044,5.354,21.015,28.017
23.4,250.0,8.23,245.626,7.618,10.996,5.127,21.011,28.019
23.5,250.0,8.24,245.89,7.662,10.487,5.051,21.032,28.046
23.6,250.0,8.229,246.056,7.604,10.78,5.188,21.053,28.067
23.7,250.0,8.224,245.882,7.599,10.465,5.234,21.048,28.077
23.8,250.0,8.244,246.203,7.55,10.529,5.473,21.064,28.081
23.9,250.0,8.228,246.395,7.571,10.863,5.441,21.074,28.103
24.0,250.0,8.221,246.448,7.571,10.895,5.559,21.083,28.096
24.1,250.0,8.223,246.657,7.539,11.098,5.255,21.107,28.079
24.2,250.0,8.214,246.579,7.489,11.067,5.172,21.113,28.071
24.3,250.0,8.226,246.639,7.483,10.78,5.078,21.143,28.052
24.4,250.0,8.227,246.826,7.483,10.669,4.847,21.144,28.039
24.5,250.0,8.22,246.804,7.538,10.384,4.643,21.167,28.032
24.6,250.0,8.227,246.987,7.588,10.483,4.735,21.173,28.022
24.7,250.0,8.22,247.089,7.635,10.07,4.598,21.173,28.023
24.8,250.0,8.217,246.952,7.622,10.447,4.756,21.169,28.02
24.9,250.0,8.232,247.134,7.604,10.117,4.795,21.19,28.021
25.0,250.0,8.225,246.899,7.547,9.923,4.963,21.194,28.045
25.1,250.0,8.247,247.153,7.598,9.728,5.058,21.201,28.052
25.2,250.0,8.234,247.146,7.64,9.543,4.833,21.229,28.069
25.3,250.0,8.239,247.36,7.616,9.21,4.838,21.257,28.056
25.4,250.0,8.229,247.298,7.628,9.15,4.866,21.272,28.045
25.5,250.0,8.238,247.44,7.586,9.324,5.067,21.293,28.062
25.6,250.0,8.233,247.164,7.537,9.169,4.968,21.324,28.082
25.7,250.0,8.257,247.058,7.587,9.261,5.027,21.36,28.092
25.8,250.0,8.269,246.997,7.54,9.248,5.074,21.372,28.067
25.9,250.0,8.279,247.381,7.558,9.245,5.276,21.369,28.044
26.0,250.0,8.257,247.616,7.574,9.297,5.159,21.385,28.043
26.1,250.0,8.244,247.588,7.534,9.843,5.076,21.415,28.043
26.2,250.0,8.25,247.351,7.497,10.301,5.034,21.435,28.049
26.3,250.0,8.272,247.447,7.509,10.455,5.238,21.442,28.035
26.4,250.0,8.269,247.268,7.504,10.293,5.356,21.453,28.023
26.5,250.0,8.287,247.456,7.453,10.799,5.527,21.471,28.01
26.6,250.0,8.278,247.376,7.525,10.524,5.27,21.49,28.005
26.7,250.0,8.288,247.499,7.622,10.573,5.151,21.517,27.979
26.8,250.0,8.284,247.712,7.622,10.593,5.235,21.53,27.954
26.9,250.0,8.273,247.864,7.689,10.962,5.216,21.53,27.963
27.0,250.0,8.266,247.755,7.711,11.357,5.19,21.546,27.978
27.1,250.0,8.278,247.678,7.762,10.984,4.976,21.563,28.002
27.2,250.0,8.287,247.974,7.774,11.482,4.925,21.57,28.014
27.3,250.0,8.27,247.78,7.696,11.88,4.906,21.584,28.039
27.4,250.0,8.287,248.049,7.666,11.177,4.792,21.596,28.035
27.5,250.0,8.272,247.818,7.691,10.586,4.621,21.595,28.04
27.6,250.0,8.292,248.159,7.754,11.004,4.743,21.599,28.031
27.7,250.0,8.271,248.343,7.759,10.693,4.944,21.624,28.01
27.8,250.0,8.261,248.246,7.792,11.157,4.981,21.646,28.027
27.9,250.0,8.271,248.118,7.761,11.269,5.01,21.683,28.033
28.0,250.0,8.284,247.974,7.71,11.273,4.827,21.685,28.056
28.1,250.0,8.297,248.201,7.71,11.469,5.051,21.723,28.032
28.2,250.0,8.284,248.395,7.711,10.87,5.218,21.737,28.04
28.3,250.0,8.274,248.309,7.686,11.078,5.114,21.769,28.044
28.4,250.0,8.283,248.549,7.738,10.686,4.874,21.785,28.055
28.5,250.0,8.268,248.593,7.696,10.973,4.97,21.793,28.063
28.6,250.0,8.268,248.419,7.736,10.927,5.211,21.821,28.053
28.7,250.0,8.283,248.481,7.755,11.135,5.059,21.85,28.052
28.8,250.0,8.281,248.505,7.715,11.143,4.818,21.877,28.078
28.9,250.0,8.282,248.619,7.71,10.982,4.596,21.88,28.072
29.0,250.0,8.276,248.362,7.75,11.252,4.464,21.904,28.088
29.1,250.0,8.297,248.559,7.771,10.795,4.364,21.915,28.085
29.2,250.0,8.286,248.515,7.823,11.071,4.348,21.923,28.059
29.3,250.0,8.292,248.383,7.87,10.544,4.386,21.964,28.063
29.4,250.0,8.304,248.579,7.826,10.755,4.251,21.995,28.059
29.5,250.0,8.293,248.455,7.745,10.866,4.166,22.031,28.069
29.6,250.0,8.304,248.682,7.727,10.569,4.428,22.072,28.049
29.7,250.0,8.29,248.642,7.687,11.003,4.546,22.103,28.06
29.8,250.0,8.296,248.847,7.686,10.764,4.375,22.116,28.086
29.9,250.0,8.283,248.957,7.724,10.354,4.245,22.153,28.064
30.0,250.0,8.277,248.834,7.8,9.955,4.265,22.19,28.06
30.1,250.0,8.288,248.719,7.861,9.639,4.466,22.205,28.087
30.2,250.0,8.298,248.864,7.909,9.478,4.674,22.205,28.068
30.3,250.0,8.29,248.964,7.93,9.821,4.879,22.226,28.059
30.4,250.0,8.285,249.117,7.991,9.406,4.746,22.237,28.044
30.5,250.0,8.276,248.926,7.963,9.887,4.629,22.275,28.025
30.6,250.0,8.291,248.709,7.867,10.048,4.479,22.3,28.017
30.7,250.0,8.308,248.7,7.842,9.969,4.746,22.319,28.042
30.8,250.0,8.311,248.685,7.886,9.968,4.698,22.341,28.038
30.9,250.0,8.315,248.859,7.816,9.904,4.764,22.347,28.018
31.0,250.0,8.304,249.061,7.774,10.1,5.038,22.367,28.037
31.1,250.0,8.292,249.202,7.787,10.539,5.008,22.372,28.053
31.2,250.0,8.284,249.3,7.746,10.987,5.001,22.41,28.054
31.3,250.0,8.278,249.379,7.684,10.402,5.083,22.448,28.065
31.4,250.0,8.273,249.221,7.636,10.504,4.922,22.452,28.085
31.5,250.0,8.286,249.179,7.567,10.282,4.955,22.464,28.093
31.6,250.0,8.29,249.015,7.519,9.854,4.744,22.508,28.102
31.7,250.0,8.303,248.88,7.507,10.36,4.8,22.516,28.092
31.8,250.0,8.315,248.946,7.558,10.435,4.732,22.521,28.122
31.9,250.0,8.312,249.045,7.617,10.13,4.703,22.543,28.104
32.0,250.0,8.307,249.109,7.586,10.589,4.52,22.581,28.128
32.1,250.0,8.304,249.181,7.613,10.714,4.637,22.597,28.106
32.2,250.0,8.3,249.297,7.646,10.903,4.474,22.623,28.12
32.3,250.0,8.293,249.198,7.637,11.231,4.611,22.631,28.128
32.4,250.0,8.302,249.311,7.618,11.52,4.619,22.674,28.117
32.5,250.0,8.295,249.509,7.678,11.434,4.845,22.693,28.094
32.6,250.0,8.282,249.528,7.638,11.568,4.697,22.703,28.1
32.7,250.0,8.282,249.395,7.584,11.627,4.57,22.72,28.125
32.8,250.0,8.292,249.439,7.591,11.635,4.826,22.733,28.1
32.9,250.0,8.29,249.366,7.602,11.205,4.694,22.743,28.103
33.0,250.0,8.296,249.478,7.639,11.184,4.785,22.754,28.087
33.1,250.0,8.289,249.453,7.586,11.004,4.953,22.781,28.115
33.2,250.0,8.292,249.369,7.668,11.127,4.93,22.814,28.134
33.3,250.0,8.299,249.371,7.703,11.372,4.856,22.847,28.164
33.4,250.0,8.3,249.214,7.751,11.106,5.089,22.86,28.182
33.5,250.0,8.312,249.398,7.816,10.777,5.062,22.899,28.195
33.6,250.0,8.3,249.135,7.808,11.1,5.281,22.908,28.169
33.7,250.0,8.32,249.121,7.841,11.507,5.045,22.954,28.193
33.8,250.0,8.323,249.368,7.851,11.24,4.927,23.001,28.193
33.9,250.0,8.307,249.45,7.771,11.688,4.854,23.007,28.196
34.0,250.0,8.302,249.506,7.816,11.253,4.654,23.009,28.204
34.1,250.0,8.299,249.475,7.766,10.822,4.547,23.027,28.189
34.2,250.0,8.302,249.385,7.712,10.447,4.5,23.061,28.212
34.3,250.0,8.309,249.241,7.671,10.584,4.717,23.09,28.208
34.4,250.0,8.321,249.091,7.669,10.624,4.585,23.12,28.235
34.5,250.0,8.333,249.143,7.618,10.787,4.54,23.153,28.219
34.6,250.0,8.331,249.251,7.553,10.55,4.564,23.15,28.21
34.7,250.0,8.324,249.331,7.613,10.258,4.766,23.187,28.238
34.8,250.0,8.32,249.349,7.615,10.471,4.945,23.222,28.253
34.9,250.0,8.32,249.377,7.585,10.179,4.897,23.214,28.241
35.0,250.0,8.319,249.506,7.612,10.195,4.924,23.236,28.239
35.1,250.0,8.311,249.679,7.646,9.853,5.161,23.251,28.264
35.2,250.0,8.299,249.726,7.617,10.317,5.248,23.272,28.289
35.3,250.0,8.296,249.775,7.662,10.282,5.475,23.266,28.29
35.4,250.0,8.293,249.485,7.66,10.126,5.18,23.275,28.32
35.5,250.0,8.314,249.565,7.617,9.71,5.122,23.29,28.333
35.6,250.0,8.31,249.431,7.693,9.328,4.981,23.311,28.31
35.7,250.0,8.32,249.392,7.664,9.153,4.873,23.325,28.289
35.8,250.0,8.324,249.409,7.734,9.368,4.699,23.335,28.313
35.9,250.0,8.324,249.395,7.811,9.395,4.806,23.326,28.325
36.0,250.0,8.326,249.519,7.796,9.586,4.725,23.312,28.325
36.1,250.0,8.318,249.686,7.802,9.895,4.762,23.308,28.341
36.2,250.0,8.307,249.473,7.72,9.712,4.604,23.302,28.32
36.3,250.0,8.323,249.701,7.674,9.565,4.437,23.311,28.302
36.4,250.0,8.307,249.875,7.683,9.276,4.658,23.297,28.328
36.5,250.0,8.295,249.661,7.675,9.318,4.713,23.293,28.342
36.6,250.0,8.311,249.462,7.672,9.655,4.96,23.295,28.334
36.7,250.0,8.326,249.307,7.698,9.767,4.969,23.297,28.323
36.8,250.0,8.338,249.334,7.678,9.703,5.224,23.291,28.304
36.9,250.0,8.337,249.301,7.613,9.339,5.114,23.314,28.303
37.0,250.0,8.34,249.244,7.679,9.766,5.296,23.323,28.284
37.1,250.0,8.346,249.179,7.683,9.394,5.537,23.301,28.287
37.2,250.0,8.352,249.436,7.764,9.085,5.517,23.282,28.288
37.3,250.0,8.335,249.515,7.786,9.369,5.509,23.271,28.294
37.4,250.0,8.33,249.587,7.772,9.128,5.229,23.284,28.293
37.5,250.0,8.326,249.418,7.751,9.047,5.222,23.289,28.277
37.6,250.0,8.339,249.479,7.77,9.329,5.049,23.305,28.305
37.7,250.0,8.335,249.317,7.828,9.323,5.083,23.305,28.313
37.8,250.0,8.348,249.668,7.864,9.844,5.331,23.304,28.339
37.9,250.0,8.324,249.48,7.888,9.645,5.277,23.304,28.328
38.0,250.0,8.338,249.532,7.95,9.702,5.266,23.321,28.323
38.1,250.0,8.335,249.341,8.0,9.695,5.333,23.303,28.323
38.2,250.0,8.35,249.527,8.039,9.574,5.222,23.3,28.338
38.3,250.0,8.337,249.509,8.06,9.364,5.248,23.284,28.329
38.4,250.0,8.34,249.715,8.08,9.31,5.22,23.276,28.313
38.5,250.0,8.326,249.967,8.102,9.037,5.243,23.26,28.335
38.6,250.0,8.308,249.757,8.043,9.562,5.405,23.257,28.332
